1,1,(-)-Blebbistatin,20.9<>24.0<>28.2<>32.4<>36.9<>40.0<>49.0<>56.2<>62.0<>71.1<>81.9<>87.6<>94.0<>97.2<>99.1<>99.8<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
2,1,(-)-Epigallocatechin Gallate,32.9<>36.0<>40.4<>46.4<>50.5<>58.0<>63.3<>68.7<>73.2<>77.4<>81.3<>82.5<>88.7<>92.5<>94.6<>97.1<>97.7<>97.4<>99.4<>99.3<>99.7<>99.7<>100.0<>99.7<>99.8
3,1,(-)-Huperzine A (HupA),23.7<>26.2<>30.1<>34.3<>38.9<>45.2<>51.1<>58.1<>62.6<>68.2<>73.7<>77.7<>82.4<>87.9<>89.2<>92.7<>94.3<>96.1<>97.4<>98.1<>99.6<>99.7<>99.9<>100.0<>99.9
4,1,(-)-MK 801 Maleate,48.6<>53.2<>59.7<>67.8<>75.7<>84.0<>86.6<>93.7<>96.9<>98.6<>99.7<>99.6<>99.9<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
5,1,(-)-Parthenolide,37.2<>38.6<>43.7<>48.3<>58.0<>65.6<>72.9<>80.5<>87.2<>91.6<>95.7<>98.4<>99.2<>99.7<>99.9<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
6,1,(-)-Tetramisole,41.5<>44.0<>50.8<>59.3<>62.5<>72.0<>78.6<>88.8<>94.4<>97.8<>98.8<>99.3<>99.9<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
7,1,(+;-)-Octopamine HCl,38.0<>42.9<>48.1<>57.1<>64.1<>73.5<>80.8<>87.1<>93.8<>95.7<>98.3<>99.7<>99.9<>99.9<>100.0<>99.9<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
8,1,(+)-Bicuculline,12.8<>13.4<>15.7<>18.7<>20.9<>26.7<>30.8<>35.4<>41.0<>45.6<>51.1<>56.6<>60.6<>68.5<>76.6<>85.2<>90.9<>93.3<>97.5<>99.4<>100.0<>100.0<>100.0<>100.0<>100.0
9,1,(+)-JQ1,31.5<>35.1<>38.8<>44.9<>51.9<>61.0<>66.7<>71.8<>78.6<>82.6<>84.8<>87.6<>90.5<>91.0<>91.4<>91.8<>93.1<>93.0<>93.1<>92.2<>93.3<>92.8<>93.0<>92.1<>92.5
10,1,(+)-Matrine,43.1<>46.6<>52.2<>57.4<>64.1<>70.1<>75.7<>85.6<>89.1<>92.4<>95.8<>98.5<>98.9<>99.5<>99.7<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0<>100.0
11,1,(+)-Usniacin,27.3<>28.9<>32.3<>38.2<>43.3<>50.5<>55.9<>61.2<>67.1<>71.7<>76.4<>81.5<>85.0<>86.8<>90.0<>93.5<>95.0<>97.0<>98.2<>98.7<>99.2<>99.7<>99.6<>99.9<>100.0
