1,1,(-)-Blebbistatin,11.1<>10.2<>7.9<>6.0<>4.2<>1.9<>0.9<>0.9<>1.9<>5.1<>6.0<>8.8<>13.0<>16.7<>22.3<>27.4<>44.6<>54.3<>55.7<>71.9<>88.2<>106.7<>132.7<>144.3<>161.0
2,1,(-)-Epigallocatechin Gallate,10.2<>10.2<>6.0<>4.2<>2.3<>3.7<>6.5<>9.7<>8.4<>6.0<>10.2<>7.9<>9.7<>12.5<>13.5<>35.7<>44.1<>45.5<>76.1<>112.8<>139.7<>172.6<>198.6<>213.5<>231.6
3,1,(-)-Huperzine A (HupA),6.0<>8.8<>6.5<>6.5<>7.4<>6.5<>5.1<>7.4<>7.4<>7.0<>12.5<>13.5<>16.2<>14.4<>13.5<>24.1<>34.8<>49.2<>76.1<>94.2<>119.7<>120.7<>144.8<>165.7<>191.2
4,1,(-)-MK 801 Maleate,5.1<>6.0<>2.8<>1.9<>1.4<>0.0<>1.9<>3.2<>5.1<>5.6<>7.0<>8.4<>13.0<>22.3<>35.3<>43.2<>63.1<>99.3<>153.2<>213.0<>254.3<>279.9<>315.1<>374.1<>405.2
5,1,(-)-Parthenolide,16.7<>15.8<>9.7<>5.6<>4.2<>3.7<>5.6<>5.6<>6.5<>10.2<>8.4<>12.5<>13.9<>17.2<>25.5<>35.3<>43.6<>59.4<>74.3<>104.0<>135.1<>168.5<>206.1<>231.1<>236.2
6,1,(-)-Tetramisole,12.1<>13.5<>8.4<>6.5<>2.8<>1.4<>1.4<>3.2<>3.2<>4.2<>7.4<>9.3<>9.3<>11.1<>18.1<>22.7<>36.2<>58.0<>86.3<>145.3<>210.7<>252.0<>285.9<>322.1<>353.6
7,1,(+;-)-Octopamine HCl,3.7<>1.4<>0.9<>2.8<>2.8<>3.7<>2.8<>3.2<>5.6<>7.0<>10.7<>12.1<>16.2<>23.2<>36.7<>36.7<>46.9<>68.7<>120.2<>167.5<>210.2<>240.4<>281.7<>317.4<>393.6
8,1,(+)-Bicuculline,5.1<>3.7<>2.3<>2.3<>2.8<>2.8<>2.8<>2.3<>4.6<>2.8<>3.2<>4.6<>3.2<>4.2<>8.4<>6.5<>6.0<>18.6<>30.6<>31.6<>36.7<>48.7<>64.5<>60.3<>91.0
9,1,(+)-JQ1,10.2<>10.2<>5.1<>6.0<>5.1<>8.4<>7.9<>8.8<>10.2<>16.2<>17.2<>22.7<>25.1<>36.7<>48.3<>60.3<>72.9<>95.6<>117.9<>144.8<>172.2<>175.0<>198.2<>210.2<>210.7
10,1,(+)-Matrine,15.3<>10.7<>10.2<>5.1<>4.2<>4.6<>7.9<>8.8<>16.2<>22.3<>26.0<>38.5<>44.1<>47.8<>52.0<>54.8<>57.5<>93.7<>125.8<>168.0<>219.1<>257.1<>304.0<>372.2<>406.5
11,1,(+)-Usniacin,13.5<>8.4<>8.8<>7.9<>6.0<>4.6<>4.6<>6.0<>6.0<>5.6<>8.4<>7.4<>7.0<>11.6<>14.4<>23.2<>28.8<>55.7<>84.9<>104.9<>149.4<>166.1<>169.4<>221.4<>264.1
12,1,(6-)epsilon-aminocaproic acid,9.7<>8.4<>5.6<>4.6<>2.3<>2.3<>1.9<>2.3<>1.4<>1.4<>1.9<>6.0<>11.1<>14.9<>20.4<>21.3<>36.2<>66.8<>105.8<>144.8<>187.5<>231.1<>251.5<>266.4<>287.7
13,1,1-Hexadecanol,9.3<>7.9<>6.0<>6.0<>4.2<>2.3<>3.2<>7.4<>5.1<>2.8<>1.9<>7.0<>8.8<>9.7<>8.4<>11.6<>17.6<>32.0<>61.3<>63.1<>84.5<>108.1<>129.5<>173.6<>185.6
14,1,10-Deacetylbaccatin-III,13.9<>16.7<>8.8<>4.2<>3.2<>3.2<>3.2<>3.2<>4.6<>7.9<>8.4<>9.7<>12.1<>24.1<>36.7<>48.3<>63.6<>80.3<>91.4<>98.9<>144.3<>177.3<>208.8<>234.8<>260.4
15,1,10058-F4,4.6<>4.6<>0.9<>0.9<>1.4<>3.2<>3.7<>3.7<>4.6<>5.1<>7.9<>10.2<>10.7<>17.6<>23.7<>29.2<>36.2<>63.6<>112.8<>131.3<>142.9<>169.4<>174.5<>190.3<>211.6
16,1,17-AAG (Tanespimycin),0.5<>1.4<>2.3<>1.9<>3.2<>6.5<>15.3<>27.4<>41.8<>57.1<>84.9<>118.8<>149.4<>173.1<>205.1<>229.3<>263.6<>284.0<>300.3<>308.6<>314.7<>320.2<>323.0<>320.2<>311.9
17,1,17-DMAG (Alvespimycin) HCl,7.9<>9.3<>10.2<>3.7<>4.2<>6.5<>9.7<>20.0<>38.1<>55.7<>68.2<>85.4<>111.4<>140.2<>167.5<>215.8<>239.0<>266.4<>283.1<>298.9<>297.0<>305.4<>323.0<>310.0<>295.2
18,1,2-Methoxyestradiol (2-MeOE2),18.1<>17.6<>16.7<>11.1<>27.8<>55.2<>109.1<>184.7<>244.6<>291.9<>292.4<>309.1<>309.1<>312.3<>295.6<>291.0<>311.9<>300.3<>324.4<>313.7<>303.5<>312.3<>316.1<>332.3<>329.0
19,1,2-Thiouracil,4.6<>5.1<>4.2<>2.8<>1.9<>1.4<>8.8<>7.0<>12.1<>19.0<>24.1<>22.7<>34.3<>45.5<>44.1<>56.2<>65.4<>71.0<>83.5<>106.3<>132.3<>156.9<>203.7<>261.3<>319.3
20,1,20-Hydroxyecdysone,14.9<>13.5<>10.2<>7.0<>3.7<>4.2<>6.0<>7.4<>12.5<>12.5<>11.6<>16.7<>22.7<>29.7<>29.2<>41.8<>55.7<>88.6<>123.0<>162.9<>186.6<>222.8<>252.5<>273.4<>292.8
21,1,3-Deazaneplanocin A (DZNeP),4.2<>3.2<>3.7<>0.5<>1.4<>1.9<>1.4<>1.4<>0.9<>0.5<>1.9<>2.3<>1.4<>1.9<>7.4<>10.2<>17.6<>33.4<>45.5<>59.4<>68.2<>83.5<>96.1<>109.5<>124.4
22,1,3-Indolebutyric acid (IBA),10.2<>9.7<>8.4<>4.6<>3.7<>5.1<>6.0<>6.5<>7.0<>7.0<>10.2<>13.0<>12.1<>16.7<>17.6<>33.4<>48.3<>65.9<>92.8<>127.6<>173.1<>203.7<>251.5<>288.7<>313.3
23,1,3-Methyladenine,7.9<>7.0<>6.5<>4.6<>4.6<>3.2<>5.6<>7.0<>6.5<>9.3<>7.9<>7.4<>12.5<>16.2<>33.0<>34.3<>53.4<>82.6<>122.5<>188.0<>251.5<>285.0<>322.1<>367.6<>407.9
24,1,4-Aminohippuric Acid,10.2<>10.2<>7.9<>7.0<>4.6<>2.8<>1.9<>3.2<>3.2<>6.5<>7.4<>5.6<>7.4<>7.4<>13.9<>23.2<>32.5<>43.6<>67.8<>99.8<>124.4<>170.8<>214.4<>247.8<>301.2
25,1,4-Methylumbelliferone (4-MU),4.6<>5.1<>2.8<>2.3<>2.8<>3.2<>3.7<>6.5<>6.0<>9.7<>8.4<>7.9<>10.2<>16.7<>16.7<>18.6<>34.3<>41.8<>75.2<>122.1<>182.4<>210.7<>269.2<>317.4<>359.7
26,1,4mu8C,9.7<>9.7<>11.6<>9.3<>6.5<>6.0<>7.4<>8.4<>10.7<>15.3<>14.9<>13.5<>13.9<>14.4<>26.0<>38.1<>62.2<>97.9<>144.8<>239.5<>280.8<>340.2<>405.6<>478.9<>532.3
27,1,5-Aminolevulinic acid HCl,5.1<>6.5<>4.6<>3.7<>2.8<>3.7<>5.1<>5.1<>3.7<>5.6<>4.6<>8.4<>7.0<>11.6<>15.3<>24.6<>35.7<>64.5<>93.3<>120.2<>154.1<>156.9<>187.0<>190.3<>206.5
28,1,5-hydroxymethyl Tolterodine (PNU 200577; 5-HMT; 5-HM),3.7<>4.2<>2.3<>1.4<>2.3<>2.3<>2.8<>4.6<>3.7<>3.2<>3.7<>6.0<>7.0<>13.9<>17.6<>9.7<>12.1<>16.2<>32.0<>39.4<>53.4<>67.3<>89.6<>122.1<>152.7
29,1,5-hydroxytryptophan (5-HTP),11.1<>10.7<>8.4<>5.6<>7.0<>5.1<>5.6<>3.7<>4.2<>5.6<>3.7<>5.1<>9.7<>15.8<>17.6<>21.8<>39.4<>56.6<>95.6<>128.1<>160.1<>186.1<>193.5<>197.2<>233.9
30,1,7-Aminocephalosporanic acid,17.6<>19.5<>12.5<>6.0<>4.6<>3.7<>5.1<>5.6<>6.5<>9.3<>10.2<>13.5<>13.9<>17.6<>24.6<>40.4<>55.2<>78.9<>101.6<>127.2<>154.1<>184.2<>217.2<>233.9<>257.6
31,1,8-Azaguanine,7.0<>5.1<>2.3<>1.9<>1.4<>2.8<>3.2<>4.2<>2.3<>2.8<>6.0<>6.5<>9.3<>11.6<>13.0<>19.0<>23.2<>38.1<>56.6<>74.3<>116.5<>166.1<>220.4<>280.3<>333.7
32,1,A-205804,4.2<>7.4<>3.7<>1.9<>1.9<>1.4<>4.2<>4.6<>3.7<>2.8<>8.8<>13.5<>9.3<>12.1<>13.0<>28.8<>43.2<>56.6<>85.4<>142.5<>182.9<>243.7<>291.0<>330.4<>367.6
33,1,A-674563,4.6<>5.6<>11.6<>22.7<>50.1<>58.5<>64.5<>67.3<>65.0<>61.7<>57.1<>52.0<>53.8<>55.7<>63.1<>72.9<>78.9<>86.3<>96.5<>114.2<>131.3<>151.8<>175.0<>197.2<>224.2
34,1,A-769662,5.1<>7.0<>6.0<>6.0<>4.6<>4.2<>4.6<>7.0<>7.9<>6.0<>8.4<>9.3<>8.8<>14.4<>19.0<>26.5<>39.9<>73.3<>112.8<>128.6<>171.3<>190.3<>201.9<>242.7<>253.9
35,1,A-803467,5.6<>5.6<>5.6<>5.1<>4.6<>4.6<>3.7<>5.6<>6.0<>5.6<>9.3<>8.8<>7.4<>12.1<>12.5<>13.5<>31.1<>52.9<>78.0<>96.5<>120.2<>132.7<>162.4<>176.4<>204.2
36,1,A66,4.6<>5.6<>6.5<>5.1<>5.6<>5.6<>7.4<>4.2<>6.0<>9.3<>9.3<>9.7<>13.0<>10.7<>16.7<>20.9<>23.7<>30.2<>34.3<>42.2<>63.6<>84.5<>112.3<>127.6<>159.6
37,1,A922500,7.4<>6.5<>3.7<>2.8<>2.8<>4.6<>4.2<>3.7<>4.6<>4.2<>5.6<>9.3<>9.7<>13.0<>16.7<>26.9<>27.8<>39.0<>72.4<>113.7<>132.7<>176.4<>213.5<>239.9<>257.1
38,1,Abiraterone Acetate,17.2<>15.3<>10.7<>5.1<>5.6<>6.5<>6.0<>8.8<>11.1<>14.4<>14.4<>14.9<>16.7<>14.9<>23.2<>23.2<>36.2<>32.0<>46.4<>64.0<>86.3<>98.9<>132.3<>177.3<>179.6
39,1,ABT-199 (GDC-0199),2.3<>3.7<>4.2<>3.7<>3.2<>5.1<>6.5<>7.4<>10.7<>10.2<>13.0<>13.5<>17.2<>20.9<>32.0<>46.9<>78.4<>116.0<>192.6<>259.4<>347.1<>421.9<>502.2<>571.8<>647.9
40,1,ABT-263 (Navitoclax),5.6<>5.6<>7.0<>6.0<>9.3<>9.3<>10.2<>11.1<>13.5<>16.7<>19.0<>33.9<>47.3<>52.9<>93.7<>167.5<>319.3<>464.6<>682.7<>931.0<>1140.8<>1312.5<>1472.1<>1602.1<>1712.5
41,1,ABT-737,4.6<>4.6<>4.6<>3.2<>2.3<>3.7<>3.2<>3.2<>7.0<>12.1<>18.6<>21.8<>29.7<>34.8<>63.1<>97.0<>149.0<>215.3<>345.3<>493.8<>690.1<>840.9<>1040.0<>1212.2<>1406.2
42,1,ABT-751 (E7010),8.4<>7.9<>5.6<>3.7<>11.6<>23.7<>48.3<>78.9<>108.6<>138.8<>145.7<>168.5<>168.0<>166.1<>164.8<>144.3<>162.4<>174.5<>166.6<>157.8<>161.5<>155.0<>162.4<>169.9<>170.8
43,1,AC480 (BMS-599626),4.6<>5.6<>5.1<>5.1<>1.9<>1.9<>1.9<>2.8<>4.2<>4.2<>7.0<>9.7<>12.5<>16.2<>20.9<>38.1<>72.4<>86.8<>124.4<>160.6<>175.4<>200.5<>211.2<>243.7<>266.4
44,1,Acadesine,6.0<>7.4<>2.8<>3.7<>1.4<>4.2<>4.6<>6.5<>7.0<>7.9<>11.6<>11.6<>17.6<>27.4<>15.8<>20.0<>22.3<>37.6<>74.7<>110.5<>132.3<>150.4<>201.4<>229.3<>263.1
45,1,Acarbose,6.5<>7.4<>8.8<>4.6<>2.3<>3.2<>4.2<>5.6<>5.6<>5.6<>8.4<>8.8<>9.3<>16.7<>15.3<>10.7<>20.4<>38.5<>57.1<>79.4<>103.0<>147.1<>164.3<>204.2<>220.9
46,1,Acebutolol HCl,4.2<>3.2<>4.2<>2.3<>1.4<>1.9<>4.2<>3.7<>6.0<>6.0<>7.4<>7.9<>20.4<>22.3<>26.5<>25.5<>41.8<>49.7<>75.6<>123.5<>177.7<>213.0<>265.5<>275.2<>310.0
