"","expId","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","0","4","8","12","16","20","24","28","32","36","40","44","48","52","56","60","64","68","72","76","80","84","88","92","96","phenotypic_Marker","0","4","8","12","16","20","24","28","32","36","40","44","48","52","56","60","64","68","72","76","80","84","88","92","96","phenotypic_Marker","0","4","8","12","16","20","24","28","32","36","40","44","48","52","56","60","64","68","72","76","80","84","88","92","96"
"1","1","ABT-263 (Navitoclax)","S1001","L1700-01",974.61,"923564-51-6","free base","Bcl-2","BCL2","Synthetic small molecule","Mammalian","Cell death","ABT-263 (Navitoclax) is a potent inhibitor of Bcl-xL; Bcl-2 and Bcl-w with Ki of <= 0.5 nM; <=1 nM and <=1 nM; but binds more weakly to Mcl-1 and A1. Phase 1/2.","C1=CC(=CC=C1C2=C(CC(CC2)(C)C)CN3CCN(CC3)C4=CC=C(C=C4)C(NS(C5=CC(=C(C=C5)N[C@H](CCN6CCOCC6)CSC7=CC=CC=C7)S(C(F)(F)F)(=O)=O)(=O)=O)=O)Cl",102,"http://www.selleckchem.com/products/ABT-263.html","Apoptosis",1,"a1","ENTER_SCREEN_NAME","Confluency",46.40245,48.42251,53.84224,57.69405,58.54123,63.18972,68.0676,70.33501,72.812,73.9334,74.88277,72.93808,70.05885,68.82322,68.79932,68.00702,67.26196,67.25297,67.01024,66.00339,66.3637,67.45799,66.75903,65.97694,67.88524,"Sytox Green",26.91767,22.74079,29.23816,24.59718,24.13308,23.66899,36.19963,41.3047,54.29944,77.04023,104.422,155.0087,228.3361,291.9175,365.2449,439.0365,533.2484,587.5478,661.3393,666.4444,681.7596,681.7596,704.9645,664.588,689.1852,"NLS",312.3378,317.907,355.4989,390.3062,410.7265,432.075,455.744,466.8824,477.0925,483.5899,490.5513,475.2361,464.5619,445.998,419.0803,394.4831,358.2835,339.7196,295.6303,284.0278,253.8615,239.4744,227.872,232.513,249.6846
"2","1","Clofarabine","S1218","L1700-03",303.68,"123318-82-1","free base","DNA/RNA Synthesis","Ribonucleoside Reductase","Synthetic small molecule","Mammalian","Metabolism-related","Clofarabine inhibits the enzymatic activities of ribonucleotide reductase (IC50 = 65 nM) and DNA polymerase.","N1=C(N=C2C(=C1N)N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl",200,"http://www.selleckchem.com/products/Clofarabine.html","DNA Damage",1,"a2","ENTER_SCREEN_NAME","Confluency",40.21711,38.47847,44.49519,45.65145,46.11827,47.74584,47.95817,45.62431,47.06156,46.51393,44.15575,39.9473,39.16473,40.81165,39.54513,37.7631,36.22726,35.27187,34.27705,33.37878,32.50518,31.92459,31.37019,31.69802,30.25173,"Sytox Green",23.20489,22.27669,24.13308,20.8844,19.02801,25.98948,33.41504,43.62519,65.90189,82.60941,108.5989,146.6549,162.4342,175.8931,199.562,213.0209,225.5515,236.2258,248.2923,236.6899,237.154,232.9771,223.231,208.844,200.9543,"NLS",286.8124,264.5357,269.1767,257.1102,253.3974,252.0051,251.541,233.9053,221.3746,209.7722,197.2415,181.4622,173.1085,176.3571,156.8651,148.0472,138.7652,116.4885,116.4885,104.8861,100.2451,90.96317,84.92989,79.82481,78.43253
"3","1","BEZ235 (NVP-BEZ235; Dactolisib)","S1009","L1700-01",469.55,"915019-65-7","free base","PI3K;ATM/ATR;mTOR","PI3K/MTOR;ATR","Synthetic small molecule","Mammalian","Kinase","BEZ235 (NVP-BEZ235) is a dual ATP-competitive PI3K and mTOR inhibitor for p110A/gamma/δ/Beta and mTOR(p70S6K) with IC50 of 4 nM/5 nM/7 nM/75 nM/6 nM; respectively. Inhibits ATR with IC50 of 21 nM; shown to be poor inhibitory to Akt and PDK1. Phase 1/2.","C12=CN=C3C(=C1N(C(N2C)=O)C4=CC=C(C=C4)C(C#N)(C)C)C=C(C=C3)C5=CC6=C(N=C5)C=CC=C6",10,"http://www.selleckchem.com/products/BEZ235.html","PI3K/Akt/mTOR",1,"a3","ENTER_SCREEN_NAME","Confluency",50.16532,49.45209,55.27325,59.471,60.11908,58.89326,57.26118,55.44788,53.15325,52.56369,51.83708,51.38062,50.47281,50.3954,48.59776,49.0247,47.81298,47.27724,47.43072,46.31506,46.01908,45.44947,45.08816,43.58387,44.14864,"Sytox Green",8.817858,11.13835,15.31523,16.70752,12.06654,28.30996,46.87387,83.0735,111.3835,130.4115,142.9421,145.2626,157.3291,154.0805,154.0805,172.1803,174.0367,177.7495,189.3519,181.9263,177.7495,177.2854,174.0367,165.2188,179.1417,"NLS",368.4936,369.4218,379.632,402.8369,402.8369,386.1293,371.2782,343.4323,328.1171,318.8352,308.1609,303.984,294.7021,287.7406,278.4586,266.3921,265.4639,258.5025,254.7897,249.2205,239.4744,240.8667,235.7617,235.2976,226.9438
"4","1","KU-0063794","S1226","L1700-03",465.54,"938440-64-3","free base","mTOR","MTOR","Synthetic small molecule","Mammalian","Kinase","KU-0063794 is a potent and highly specific dual-mTOR inhibitor of mTORC1 and mTORC2 with IC50 of ~10 nM; no effect on PI3Ks.","N1=C(N=C2C(=C1N3CCOCC3)C=CC(=N2)C4=CC(=C(C=C4)OC)CO)N5C[C@H](O[C@H](C5)C)C",34,"http://www.selleckchem.com/products/KU-0063794.html","PI3K/Akt/mTOR",1,"a4","ENTER_SCREEN_NAME","Confluency",44.09724,45.99117,51.3353,57.23038,58.25439,56.57605,54.37816,51.27341,47.81221,46.74411,44.93244,46.13686,43.41857,43.09785,43.42625,41.37075,41.48189,40.15998,40.49037,39.40206,38.85962,37.90471,37.70605,38.04162,35.81102,"Sytox Green",4.640978,5.569173,15.31523,11.60244,16.70752,33.87914,65.90189,104.422,130.4115,151.2959,179.1417,180.534,192.6006,213.9491,206.5235,200.4902,206.0594,199.562,208.3799,202.8107,209.7722,212.5568,208.844,213.485,212.0927,"NLS",303.984,326.2607,335.5427,348.5374,343.4323,334.6145,320.2274,283.0996,255.2538,236.2258,219.9823,219.5182,209.7722,189.3519,184.7109,180.0699,166.6111,168.9316,161.0419,153.1523,144.3344,135.0524,129.0192,130.4115,115.5603
"5","1","PD184352 (CI-1040)","S1020","L1700-01",478.67,"212631-79-3","free base","MEK","MEK","Synthetic small molecule","Mammalian","Kinase","CI-1040 (PD 184352) is an ATP non-competitive MEK1/2 inhibitor with IC50 of 17 nM; 100-fold more selective for MEK1/2 than MEK5. Phase 2.","C1=C(C(=C(C(=C1)C(NOCC2CC2)=O)NC3=CC=C(C=C3Cl)I)F)F",200,"http://www.selleckchem.com/products/CI-1040-(PD184352).html","MAPK",1,"a5","ENTER_SCREEN_NAME","Confluency",46.00055,50.49314,56.09761,60.76185,64.75706,66.56097,70.13891,71.00684,72.70059,73.14896,75.40976,81.31741,79.94812,82.95817,85.64026,85.14133,86.9038,90.11687,85.69207,88.02477,86.61305,88.8802,91.00533,94.20804,89.34254,"Sytox Green",10.67425,10.21015,12.06654,7.889662,5.569173,12.53064,20.4203,25.98948,29.70226,33.41504,35.27143,34.80733,36.19963,46.87387,46.40978,51.51485,60.33271,58.47632,64.04549,69.61466,72.86335,76.57613,85.39399,98.85282,111.8476,"NLS",324.8684,350.3938,377.7756,387.0575,406.5497,406.0855,439.0365,446.4621,455.744,458.5286,465.026,472.4515,478.0207,465.4901,467.8105,463.6337,459.9209,462.7055,477.5566,471.5233,471.5233,472.9156,482.6617,496.1205,496.5846
"6","1","Temozolomide","S1237","L1700-03",194.15,"85622-93-1","free base","Autophagy","DNA/RNA Metabolism","","Mammalian","Double stranded DNA","Temozolomide is a DNA damage inducer.","N1(N=NC2N(C1=O)C=NC=2C(N)=O)C",200,"http://www.selleckchem.com/products/Methazolastone.html","Ubiquitin",1,"a6","ENTER_SCREEN_NAME","Confluency",46.6011,48.03816,51.5531,57.51871,61.63972,62.91223,67.34479,68.79027,71.37012,74.1838,77.77105,78.74509,79.22227,82.7852,84.80133,84.63817,87.80462,88.21831,88.70364,87.12477,88.75877,88.04929,88.64286,87.19329,88.48675,"Sytox Green",12.06654,14.38703,14.38703,9.281956,13.45884,12.06654,11.13835,20.4203,24.13308,20.8844,21.3485,25.52538,32.02275,31.55865,30.63045,33.41504,41.3047,49.19436,68.22237,79.82481,93.28365,110.4553,132.2679,151.2959,172.6444,"NLS",300.7354,303.5199,323.4761,344.3605,374.0628,383.3448,407.9419,414.9034,420.0085,430.6827,450.1748,455.2799,461.7773,479.8771,483.1258,485.9104,493.3359,477.0925,497.5128,490.5513,497.9769,496.5846,501.6897,510.5075,523.0382
"7","1","Motesanib Diphosphate (AMG-706)","S1032","L1700-01",569.44,"857876-30-3","diphosphate","VEGFR;PDGFR;c-Kit","VEGFR;KIT","Synthetic small molecule","Mammalian","Kinase","Motesanib Diphosphate (AMG-706) is a potent ATP-competitive inhibitor of VEGFR1/2/3 with IC50 of 2 nM/3 nM/6 nM; respectively; similar activity against Kit; ~10-fold more selective for VEGFR than PDGFR and Ret. Phase 1/2.","C1(=CN=CC=C1CNC2=C(C=CC=N2)C(=O)NC3=CC=C4C(=C3)NCC4(C)C).P(O)(=O)(O)O.P(O)(=O)(O)O",175,"http://www.selleckchem.com/products/Motesanib-Diphosphate.html","Protein Tyrosine Kinase",1,"a7","ENTER_SCREEN_NAME","Confluency",47.54379,50.32748,55.77662,59.56079,63.40849,65.58189,70.26717,71.58549,73.80775,75.06291,77.41434,77.96508,78.48164,80.50998,80.93806,76.38068,77.47893,77.46608,75.96209,75.6862,74.74745,70.60676,71.91444,70.32957,70.76072,"Sytox Green",20.8844,18.09981,13.45884,9.746053,5.569173,4.640978,6.497369,7.425564,16.24342,19.02801,25.98948,33.87914,41.3047,63.58139,83.5376,104.422,145.2626,171.7162,221.8387,243.1872,269.1767,292.8457,303.5199,313.266,333.2222,"NLS",326.7248,336.0068,368.9577,387.5216,421.8649,435.3237,461.3132,468.7387,470.131,478.4848,487.7668,482.6617,477.0925,461.3132,468.7387,452.0312,442.2852,404.6933,406.0855,394.9472,359.6758,345.7528,342.5042,346.2169,336.4709
"8","1","Dienogest","S1251","L1700-03",311.42,"65928-58-7","free base","Estrogen/progestogen Receptor","Estrogen/progesterone receptor","Synthetic small molecule","Mammalian","Receptor","Dienogest is an orally active synthetic progesterone (or progestin). ","C1(CCC2=C3CC[C@]4([C@](CC[C@@]([C@](CCC(=C1)2)3[H])4[H])(O)CC#N)C)=O",199,"http://www.selleckchem.com/products/Dienogest.html","Endocrinology & Hormones",1,"a8","ENTER_SCREEN_NAME","Confluency",50.61152,50.70554,56.91499,60.62735,65.03668,66.93128,76.49115,80.1577,83.60846,87.62577,91.41135,90.34261,90.07749,95.07784,97.40246,96.56525,97.0798,96.52761,97.89104,97.34705,97.30437,97.90527,97.86354,97.41074,98.48129,"Sytox Green",2.320489,4.640978,5.105075,5.569173,5.569173,8.817858,12.06654,10.67425,12.99474,15.77932,16.24342,22.27669,26.45357,32.48684,44.55339,53.37124,81.21711,94.67594,128.5551,148.0472,185.175,223.231,260.3589,284.0278,326.2607,"NLS",341.576,357.3553,362.4604,410.2624,429.7545,439.0365,496.1205,517.0049,527.6791,555.525,590.7964,573.1608,575.9453,624.2115,618.1782,618.6423,622.3551,624.6756,641.8472,635.3499,614.0013,631.173,614.4655,670.1572,632.1011
"9","1","STF-62247","S1041","L1700-01",267.35,"315702-99-9","free base","Others","Other","Synthetic small molecule","Mammalian","Metabolism-related","STF-62247 shows selectivtoxicity and growth inhibition of renal cells lacking VHL; 25-fold greater sensitivity observed for cells with VHL deficiency compared to wild-type (VHL+).","N1=CC=C(C=C1)C2=CSC(=N2)NC3=CC=CC(=C3)C",198,"http://www.selleckchem.com/products/STF-62247.html","Others",1,"a9","ENTER_SCREEN_NAME","Confluency",47.27162,51.69125,59.46088,63.84263,67.95596,67.29913,72.8612,74.97491,76.52781,79.78992,80.34081,80.52448,81.56402,85.12543,85.26165,85.26097,85.20025,82.46622,85.04199,84.58022,84.4237,83.12934,83.42305,80.49168,83.95396,"Sytox Green",10.21015,6.497369,6.961466,8.817858,9.281956,6.961466,6.961466,10.67425,11.13835,11.60244,12.99474,15.31523,13.45884,23.66899,32.95094,34.34324,46.40978,43.62519,56.61993,60.33271,65.90189,68.22237,82.1453,91.42726,90.96317,"NLS",334.6145,345.7528,364.3167,392.6267,401.9087,413.9752,445.0698,447.3903,456.6722,465.4901,463.1696,469.2029,481.7335,491.4795,485.9104,486.3745,485.9104,467.8105,478.0207,465.4901,470.131,467.8105,476.1643,484.054,481.2694
